Name,Description,Pricing,Link,LINK
CloneDub,Grow your podcast or youtube channel audience instantly with high quality fast dubbing. Try it free today.,Free,https://www.clonedub.com/,https://www.clonedub.com/
"Coach's Eye	",AI tool for video analysis that helps coaches and athletes improve performance by breaking down their technique.,Freemium,https://www.coachseye.com/,https://www.coachseye.com/
CodeDesign,"AI-powered website builder can help you launch, host, and validate your next website.",Paid,https://codedesign.ai/,https://codedesign.ai/
Codium,"With Codium, you can write code in various programming languages, including C++, Java, Python, and JavaScript, as well as debug code and run tests. Add extensions and get new features and functionality to the core tool.",Freemium,https://www.qodo.ai/,https://www.qodo.ai/
Cognosys 2.0,"Cognosys lets you hand off tasks to AI Agents, so you can concentrate on what really matters.",Freemium,https://www.cognosys.ai/,https://www.cognosys.ai/
Coinrule,"Coinrule empowers users to create and deploy automated trading bots effortlessly. With no coding required, you can follow expert investors, seize market opportunities, and trade across major exchanges",Freemium,https://coinrule.com/,https://coinrule.com/
ContentStudio,"Say goodbye to cluttered and confusing social media tools, and hello to a simple yet powerful all-in-one solution for agencies, brands, and marketers.",Freemium,https://contentstudio.io/,https://contentstudio.io/
Convertri,"Build the best funnels you've ever built, with the easiest page builder you've ever used, and support that’s there when you need it.",Freemium,https://www.convertri.com/,https://www.convertri.com/
Copyleaks,A plagiarism detection platform to check that your content is 100% unique.,Freemium,https://copyleaks.com/,https://copyleaks.com/
CopySmith,"AI content generator that helps create long-form copy, ads, and product descriptions.",Freemium,https://copysmith.ai/,https://copysmith.ai/
Cosmos AI,"Cosmos AI is your all-in-one AI content generator. Create the content that matters the most; whether it’s blog posts, social media captions, AI images, speech to text, coding assistant, or anything else.",Freemium,https://thecosmos.ai/,https://thecosmos.ai/
Coursebox," In just one hour, generate a course structure, convert documents and videos, engage learners with quizzes, and create a polished course. ",Freemium,https://www.coursebox.ai/,https://www.coursebox.ai/
Creatus AI,"All in one AI Platform that allows you to do multiple tasks like text to video, image, speech and more things etc.",Freemium,https://creatus.ai/,https://creatus.ai/
CrowdStrike,AI-powered endpoint protection and threat detection platform for enterprise security.,Paid,https://www.crowdstrike.com/,https://www.crowdstrike.com/
CryptoHopper,"The most programmable cryptocurrency trading bot ever. Make time for important things. Automate your trading and easily manage your portfolio, follow the price movements and buy/sell automatically.",Freemium,https://www.cryptohopper.com/,https://www.cryptohopper.com/
CTRify,First AI-Powered SEO Action Platform Create websites that rank on Google by just giving one keyword to the Artificial Intelligence,Freemium,https://www.ctrify.com/,https://www.ctrify.com/
CupidBot.ai,"CupidBot swipes and chats for you on dating apps, so you can skip to the good part. We filter out the attention seekers and only notify you when you get a date.",Freemium,https://www.cupidbot.ai/,https://www.cupidbot.ai/
CureMetrix,AI-powered software for mammography analysis to detect breast cancer.,Paid,https://www.curemetrix.com/,https://www.curemetrix.com/
Customer Base,Send a Personalized Cold Email in 30 Seconds. Spending 3+ minutes scouring a LinkedIn profile for inspiration to write an email is exhausting.,Paid,https://www.customerbase.ai/,https://www.customerbase.ai/
CutOut,"AI tool focused on removing backgrounds from images, helping designers and content creators with quick image editing.",Freemium,cutout.pro,cutout.pro
CVViZ,CVViZ leverages AI to match job candidates with roles based on skills and experience.,Freemium,https://cvviz.com/,https://cvviz.com/
Darktrace,AI-driven cybersecurity platform that detects and responds to cyber threats in real-time.,Paid,https://www.darktrace.com/,https://www.darktrace.com/
Dashly.io,"conversational marketing platform that enhances sales on websites by automating personalized outreach and lead qualification, integrating seamlessly with CRM systems without the need for coding.",Paid,https://www.dashly.io,https://www.dashly.io
DataHawk,"comprehensive e-commerce analytics solution that provides insights into sales optimization and tracking, helping businesses make data-driven decisions to boost their performance.",Paid,https://datahawk.co/,https://datahawk.co/
Dating Killer AI,"Slay your dating game with Dating Killer AI. A set of AI tools to slay your dating game : respond better, improve your description & profile pictures, find fun dating ideas, spot cheaters.",Freemium,https://datingkiller.com/,https://datingkiller.com/
Deep Instinct,AI-powered threat prevention platform that identifies and stops attacks before they can execute.,Paid,https://www.deepinstinct.com/,https://www.deepinstinct.com/
DeepAI,Offers an AI model that generates images from text descriptions for various artistic and design needs.,Freemium,http://deepai.org/,http://deepai.org/
DeepCode,AI-based code review tool that analyzes your codebase and offers improvement suggestions.,Freemium,https://www.deepcode.ai/,https://www.deepcode.ai/
DeepFaceLab,Creation of relevant Deepfakes. Swap your face while keeping a realistic and high quality video,Freemium,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab
DeepGram,"Convert your conversations, audio files, or YouTube videos into text easily using our advanced transcription tool",Freemium,https://deepgram.com/,https://deepgram.com/
Deepl,High quality translation tool.,Freemium,https://www.deepl.com/en/translator,https://www.deepl.com/en/translator
DeepL Translator,An advanced AI translation tool known for its accurate translations.,Freemium,https://www.deepl.com/,https://www.deepl.com/
DeepMotion,"DeepMotion is transforming character animation for everyday users in the GenAI era, making it an invaluable tool for our AI for Filmmaking",Freemium,https://www.deepmotion.com/,https://www.deepmotion.com/
Descript,"AI-powered podcast editing tool with transcription, multi-voice editing, and text-based editing features.",Freemium,https://www.descript.com/,https://www.descript.com/
Designify,Converts written content into engaging visual presentations and marketing videos with AI.,Freemium,https://www.designify.com/,https://www.designify.com/
Dext,"AI-powered tool for automated bookkeeping, expense management, and receipt scanning.",Paid,https://www.dext.com/,https://www.dext.com/
Digital Genius,"DigitalGenius integrates AI into customer service operations, significantly enhancing both the support team’s efficiency and customer satisfaction. ",Paid,https://www.digitalgenius.com/,https://www.digitalgenius.com/
DimeADozen.AI,Utilize AI to quickly discover how your company may prosper and how to enter any industry.,Freemium,https://www.dimeadozen.ai/,https://www.dimeadozen.ai/
Dippy.ai,A platform specializing in role-playing games and discussions with virtual characters.,Freemium,https://dippy.ai/,https://dippy.ai/
Divi AI,"Divi AI is a website builder equipped with a wide array of AI tools, simplifying website creation, editing, and publishing for users. It combines the roles of a web developer, designer, copywriter, and photographer in one platform. ",Freemium,https://www.elegantthemes.com/ai/,https://www.elegantthemes.com/ai/
Doly by AniML,Generate high-quality 3D videos of your products with your iPhone. Different angles and everything.,Freemium,https://www.animl.ai/,https://www.animl.ai/
DoNotPay,The most complete AI suite for transactional lawyers,Paid,https://donotpay.com/,https://donotpay.com/
Doodle,AI-powered scheduling tool that streamlines meeting coordination by integrating with calendars and offering polling features to find optimal meeting times efficiently.,Freemium,https://doodle.com/,https://doodle.com/
Dopple.ai," Join a space where you can meet and chat with hundreds of AI characters from pop culture (actors, singers, etc.).",Freemium,https://beta.dopple.ai/,https://beta.dopple.ai/
Drift AI,"Drift AI is an AI-driven chatbot designed to simulate human-like interactions. This tool is particularly useful for engaging customers on your website in real time, making it a popular choice for business owners and online marketers.",Paid,https://www.salesloft.com/platform/drift,https://www.salesloft.com/platform/drift
Dropship,"Find and monitor stores to gain insights into their revenue, sales, products, apps, and more. Use our smart filters to refine your search and find products tailored to your interests and niche.",Paid,https://www.dropship.io/,https://www.dropship.io/
Dubb,"Dubb is an audio transcription tool aiming to automate content generation for podcasts. It specializes in converting podcast episodes into various content forms like show notes, social media posts, newsletters, and transcripts.",Freemium,https://dubb.com/,https://dubb.com/
Dynamic ,AI-based personalization and optimization platform to increase conversion rates with tailored user experiences.,Paid,https://www.dynamicyield.com/,https://www.dynamicyield.com/
Elai.io,"AI video creation platform with custom avatars, supports multiple languages and text-based video generation.",Paid,https://www.elai.io/,https://www.elai.io/
Email Tree,Deploy Compliant AI Email Assistants to Streamline Responses and Ensure Data Governance,Paid,https://emailtree.ai/,https://emailtree.ai/
eMed,"Life-changing weight loss, expert support",Paid,https://www.emed.com/uk,https://www.emed.com/uk
Emu Video by Meta,Text to Video AI Model by Meta (Facebook),Freemium,https://emu-video.metademolab.com/,https://emu-video.metademolab.com/
Endlesss,Collaborative music creation platform powered by AI that allows users to jam and make music together in real time.,Freemium,https://endlesss.fm/,https://endlesss.fm/
EngageRocket,Uses AI to gather employee feedback and analyze engagement for better HR decision-making.,Freemium,https://www.engagerocket.co/,https://www.engagerocket.co/
Enhancv,Enhancv offers an AI assistant next to your CV to help you optimize it until it becomes bulletproof.,Freemium,https://enhancv.com/,https://enhancv.com/
Enhencer AI Ads,"Enhencer optimizes paid marketing campaigns across all online ad platforms, ensuring they achieve maximum efficiency and generate higher returns & sales for e-commerce companies.",Paid,https://enhencer.com/start-now,https://enhencer.com/start-now
Evernote,No design skills needed.,Freemium,https://evernote.com/,https://evernote.com/
Exabeam,AI-powered security information and event management (SIEM) platform for threat detection.,Paid,https://www.logrhythm.com/,https://www.logrhythm.com/
Expedia,"Uses AI to provide personalized travel suggestions, hotel recommendations, and flight deals.",Free,https://www.expedia.com/,https://www.expedia.com/
FaceCheck ID,An AI-powered search engine that lets you find anyone on the Internet. Find a person's name online,Freemium,https://facecheck.id/,https://facecheck.id/
FaceSwapper,Powerful online tool to seamlessly swap one face with another. The best face swapping application available.,Freemium,https://faceswapper.ai/,https://faceswapper.ai/
FashionAdvisorAI,having trouble deciding what to wear with what? i had to so here i am writing about it.,Freemium,https://www.fashionadvisorai.com/,https://www.fashionadvisorai.com/
FASHN Virtual Try-On,"Generate realistic AI models and create on-model photos from just the product image. Get try-on results in seconds using a single reference image, with no lengthy setup or multi-image training required.",Paid,https://fashn.ai/,https://fashn.ai/
Ferret,"Ferret’s unparalleled AI app, combined with world class information, provides you with exclusive relationship intelligence that can help you avoid high-risk individuals and spot promising opportunities.",Paid,https://www.ferret.ai/,https://www.ferret.ai/
Figstack,"Translates code between different programming languages, generates code explanations, and helps developers understand complex codebases faster.",Freemium,https://www.figstack.com/,https://www.figstack.com/
FinalScout,ChatGPT-Powered Email Finding & Outreach at Scale,Paid,https://finalscout.com/,https://finalscout.com/
FireBase ML,Firebase ML is a robust suite of machine learning tools designed for mobile developers. This tool facilitates the integration of advanced machine learning into mobile applications.,Freemium,https://firebase.google.com/products/ml,https://firebase.google.com/products/ml
Fitbod,AI-driven workout app that generates personalized weight training routines.,Paid,https://www.fitbod.me/,https://www.fitbod.me/
Flatlogic,Flatlogic is an AI-powered platform that enables you to create Business Apps in just 3 steps.,Paid,https://flatlogic.com/,https://flatlogic.com/
FlexClip,AI tool that converts text into videos with customizable templates and a user-friendly interface.,Freemium,https://www.flexclip.com/,https://www.flexclip.com/
Fliki AI,"Fliki AI is thе bеst tеxt-to-spееch and tеxt-to-vidеo AI tool. It hеlps transform your contеnt using AI audio and vidеo tools to crеatе captivating vidеos with minimal timе, еffort, and monеy.",Freemium,https://fliki.ai/,https://fliki.ai/
Flock Social,"The social media bot solves time-consuming social media management tasks, and ensures effortless and effective engagement on you instagram",Paid,https://flocksocial.com/,https://flocksocial.com/
Flowpoint,Optimize business workflows and enhance ROI with no-code agentic systems designed for website intelligence.,Paid,https://flowpoint.ai/,https://flowpoint.ai/
Flowrite,"AI email writing assistant that drafts emails for you, using predefined templates and smart writing suggestions.",Paid,https://www.maestrolabs.com/flowrite,https://www.maestrolabs.com/flowrite
Fotor,AI-based photo editing platform with background removal and enhancement tools.,Freemium,https://www.fotor.com/,https://www.fotor.com/
Freeletics,Freeletics harnesses the power of AI and the expertise of human scientists to generate the best workout plan for you.,Paid,https://www.freeletics.com/,https://www.freeletics.com/
Freshdesk,"AI-driven helpdesk software that automates support, ticket routing, and reporting.",Freemium,https://www.freshdesk.com/,https://www.freshdesk.com/
FusionAds.ai,Launch professional ads in seconds harnessing the power of AI to understand any business just by entering the website URL.,Freemium,https://www.fusionos.ai/,https://www.fusionos.ai/
Gamma,"Gamma transforms text into visually appealing, professional presentations using AI-powered design tools.",Freemium,https://gamma.app/,https://gamma.app/
Gemini,Conversational AI by Google.,Freemium,https://gemini.google.com/,https://gemini.google.com/
GetGenie,"Write SEO Content Adored by
Google to Boost Organic Traffic
Rule the content kingdom with NLP keywords and SERP analysis data. Supercharge SEO with Ai and skyrocket traffic!
",Freemium,https://getgenie.ai/,https://getgenie.ai/
GoHighLevel,"High-level helps you manage your sales pipeline more efficiently with its cutting-edge AI technology. The platform offers a unified view of all your sales activities, enabling you to make informed decisions in real-time. ",Freemium,https://www.gohighlevel.com/,https://www.gohighlevel.com/
Gorgias,"AI-powered customer support solution designed for e-commerce businesses, enabling them to provide efficient and personalized support, resolve issues quickly, and enhance customer satisfaction.",Paid,https://www.gorgias.com/,https://www.gorgias.com/
GPTExcel,From generating complex formulas to creating charts and uncovering deep insights—streamline your spreadsheets with AI.,Free,https://gptexcel.uk/,https://gptexcel.uk/
GPTZero,Fast and revolutionary detection of plagiarism in your texts with the help of AI ,Free,https://gptzero.me/,https://gptzero.me/
Grammarly,"AI tool that helps with grammar, spelling, and clarity in writing, ideal for emails, documents, and blogs.",Freemium,https://www.grammarly.com/,https://www.grammarly.com/
Great Headlines,Write headlines like Don Draper in just a few seconds,Freemium,https://www.greatheadlines.ai/,https://www.greatheadlines.ai/
Grok 2.0,An AI assistant created by xAI (Elon Musk). It answers your questions based on real-time data from X users,Freemium,https://x.ai/grok,https://x.ai/grok
Growthbar,"Write perfect SEO-friendly content for blog posts, website pages, and articles with AI. Make content that google loves in no time.",Freemium,https://www.growthbarseo.com/,https://www.growthbarseo.com/
GuideGeek,"Get personalized local recommendations directly in WhatsApp, Messenger or Instagram",Free,https://guidegeek.com/,https://guidegeek.com/
Gunbot,Gunbot is an AI crypto trading bot that lets you automate your trading and earn on autopilot. Supports 100+ well known crypto exchanges.,Paid,https://gunbot.shop/,https://gunbot.shop/
GymGenie,AI-driven personal trainer that generates customized workout routines for users.,Paid,https://www.gymgenie.app/,https://www.gymgenie.app/
Haasonline,Implement time-tested trading methods in a matter of minutes. Venture through the rabbit hole. Utilize our comprehensive suite of automated trading tools to benefit from cryptocurrency trading.,Paid,https://haasonline.com/,https://haasonline.com/
Healthy Chef,Recipe creator with visual and nutritional insights,Freemium,https://chatgpt.com/g/g-OdwKeQjDm-healthy-chef,https://chatgpt.com/g/g-OdwKeQjDm-healthy-chef
Hedra AI,"Hedra can generate characters in different aspect ratios, styles, and formats, matching your workflow or content type. You can then give it a voice and make him do certain things as you wish",Freemium,https://www.hedra.com/,https://www.hedra.com/
Highperformr,"Highperformr AI's modern social media management platform amplifies online presence, fuels lead generation, and accelerates pipeline growth for B2B businesses.",Paid,https://www.highperformr.ai/,https://www.highperformr.ai/
HireEZ (formerly Hiretual),AI-based talent sourcing and recruiting platform for finding the best candidates.,Freemium,https://hireez.com/,https://hireez.com/
HireVue,AI-powered video interviewing and candidate assessment platform.,Freemium,https://www.hirevue.com/,https://www.hirevue.com/
hiver,AI-powered email management system for teams to collaborate and manage customer support emails more efficiently.,Paid,https://www.hiverhq.com/,https://www.hiverhq.com/
HIX.AI,HIX.AI is an advanced AI-driven paraphrasing tool designed to enhance text quality and uniqueness.,Freemium,https://hix.ai/,https://hix.ai/
Hootsuite,"AI tool for scheduling TikTok posts, tracking engagement, and analyzing video performance.",Freemium,https://www.hootsuite.com/,https://www.hootsuite.com/
Hopper,AI-powered app that predicts the best time to book flights and hotels at the lowest prices.,Freemium,https://www.hopper.com/,https://www.hopper.com/
Hostinger AI,"Hostinger AI Website Builder combines AI with intuitive website-building capabilities. Simply describe the type of website you want, and our innovative tool will create a fully-fledged site in minutes.",Paid,https://www.hostinger.in/ai-website-builder,https://www.hostinger.in/ai-website-builder
Hudl,AI-powered video analysis tool for coaches and players to break down game footage and improve performance.,Paid,https://www.hudl.com/,https://www.hudl.com/
Huggingface,"An open-source platform for AI development, providing machine learning models and datasets, with a focus on NLP (Natural Language Processing).",Freemium,https://huggingface.co/,https://huggingface.co/
Humata,Upload a PDF and get answers from it. Create Reports 100X Faster. Understand Technical Documents 100X Faster. Analyze Legal Documents 100X Faster.,Paid,https://www.humata.ai/,https://www.humata.ai/
Hypotenuse AI,Your all in one platform from generating Product Description to monitoring the performance,Freemium,https://www.hypotenuse.ai/,https://www.hypotenuse.ai/
IBM QRadar,"AI-enhanced SIEM platform for threat detection, monitoring, and incident response.",Paid,http://ibm.com/,http://ibm.com/
Iconosquare,AI-powered social media analytics tool for Instagram and Facebook with reporting and tracking features.,Paid,https://www.iconosquare.com/,https://www.iconosquare.com/
Icons8 AI,"full suite of powerful AI tools: human, face and illustration generators, background suppression, intelligent upscaling and many more features to try on.",Freemium,https://icons8.com/,https://icons8.com/
IdeaBuddy,"IdeaBuddy takes you through every step of your entrepreneurial journey, from the initial spark to execution of your business idea",Freemium,https://ideabuddy.com/,https://ideabuddy.com/
Ideogram,This AI allows you to create stunning image with letters. ,Freemium,https://www.ideogram.ai/,https://www.ideogram.ai/
Indy,"CRM tool designed for freelancers, providing a single platform to manage business activities like proposals, contracts, invoicing, and payments, enhancing efficiency and organization.",Freemium,https://weareindy.com/,https://weareindy.com/
INK Editor,AI writing assistant designed for SEO content creation with optimization tools for better rankings.,Freemium,https://www.inkforall.com/,https://www.inkforall.com/
Intercom Chatbot,Intercom AI Chatbot specializes in creating personalized customer interactions using AI-driven chatbots and messaging services.,Paid,https://www.intercom.com/drlp/ai-chatbot,https://www.intercom.com/drlp/ai-chatbot
Jacquard,"AI tool that generates optimized email subject lines, push notifications, and ad copy.",Paid,https://www.jacquard.com/,https://www.jacquard.com/
Janitor AI,"AI assistant for cleaning up data, automating tasks, and organizing workflows to enhance productivity and efficiency.",Freemium,janitorai.com,janitorai.com
Jaq n Jil,"Unleash the AI magic for lightning-fast, professional content generation. A smart writing assistant that can craft highly engaging copy in seconds",Freemium,https://jaqnjil.ai/,https://jaqnjil.ai/
Joyland.ai,"Chat with AI characters from anime, cartoon, friend or create your own.",Freemium,https://www.joyland.ai/category/Anime,https://www.joyland.ai/category/Anime
JukeBox,OpenAI’s AI music model that generates music with lyrics in various genres based on text input.,Free,https://openai.com/research/jukebox,https://openai.com/research/jukebox
Julius AI," Analyze any structured data effortlessly, ask questions for instant answers, and create sleek visualizations.",Paid,https://julius.ai/,https://julius.ai/
KaneAI,"A native testing agent that helps teams plan, author, automate and evolve tests using natural language.",Free,https://www.lambdatest.com/kane-ai,https://www.lambdatest.com/kane-ai
Kapwing," allows users to create videos from text using AI technology. It enables the transformation of documents, essays, scripts, and blog posts into short, engaging video summaries.",Freemium,https://www.kapwing.com/,https://www.kapwing.com/
KAYAK,"AI-powered travel booking platform for flights, hotels, and car rentals with personalized trip recommendations.",Free,https://www.kayak.com/,https://www.kayak.com/
Keychain,AI-powered platform that helps brands and retailers find and manage manufacturing partners.,Freemium,https://www.keychain.com/,https://www.keychain.com/
Kinetix,"Pushthe boundaries of 3D animation with AI, delivering innovative and powerful technologies for the gaming industry and beyond.",Freemium,https://www.kinetix.tech/,https://www.kinetix.tech/
Klaviyo,"AI-driven email marketing tool that automates email flows, personalizes campaigns, and optimizes sales.",Paid,https://www.klaviyo.com/,https://www.klaviyo.com/
Klevu,"AI-powered search engine for eCommerce websites, improving product discovery with better search results.",Paid,https://www.klevu.com/,https://www.klevu.com/
Kustomer,AI-driven customer service platform that integrates support tickets and CRM functionalities.,Paid,https://www.kustomer.com/,https://www.kustomer.com/
Lately,AI-driven content creation tool that automatically generates social media posts from long-form content.,Paid,https://www.lately.ai/,https://www.lately.ai/
Later,AI-driven Instagram scheduling tool that also analyzes post performance and provides post-time optimization.,Freemium,https://www.later.com/,https://www.later.com/
Le Chat by Mistral AI,The official Mistral AI conversational assistant. Chat with an open-source ChatBot that rivals the best OpenAI models,Free,https://mistral.ai/en,https://mistral.ai/en
Leverage,"AI platform to streamline recruiting, onboarding, and employee engagement processes.",Paid,https://tryleverage.ai/,https://tryleverage.ai/
Lex Machina,"Lex Machina provides legal analytics tools that leverage AI to predict the behavior of courts, judges, lawyers, and parties, offering valuable insights to improve litigation strategies and case outcomes.",Paid,https://lexmachina.com/,https://lexmachina.com/
Lightning AI,"AI web development platform that simplifies and accelerates the development, deployment, and scaling of deep learning models with PyTorch. ",Freemium,https://lightning.ai/,https://lightning.ai/
Lightricks LTXV,Real-time rendering that delivers breakthrough results with unprecedented motion consistency,Freemium,https://www.lightricks.com/,https://www.lightricks.com/
Liner AI,"An AI copilot for your workspace, powered by ChatGPT. Quickly find information and reference sources to improve your research efficiency ",Freemium,https://getliner.com/,https://getliner.com/
LongShot,"Our SEO checker not only provides your SEO score but also offers actionable suggestions to improve it with just one click.
Optimize you content effortlessly and watch your rankings soar, ensuring your content reaches the right audience.",Freemium,https://www.longshot.ai/,https://www.longshot.ai/
Lovo AI,Lovo AI uses artificial intelligence to generate natural-sounding voice overs for videos and audio projects.,Freemium,https://lovo.ai/,https://lovo.ai/
Loyae,"Seamlessly optimize your web page for searchability, usability, and accessibility with batch AI-generated HTML metadata & alt text for every page.",Freemium,https://www.loyae.com/,https://www.loyae.com/
Lumen5,Converts text into engaging video content automatically.,Freemium,https://www.lumen5.com/,https://www.lumen5.com/
Lyric Studio,AI-powered songwriting tool that helps create lyrics based on the user’s genre or topic.,Freemium,https://lyricstudio.net/,https://lyricstudio.net/
Magenta Studio,Google’s open-source AI tool that generates music by training machine learning models on existing datasets.,Free,http://magenta.tensorflow.org/,http://magenta.tensorflow.org/
Magic Studio,"Create winning product pages, ads, social media posts and more, within minutes.",Freemium,https://magicstudio.com/,https://magicstudio.com/
Mailjet,"AI-driven email marketing platform with advanced automation, A/B testing, and analytics features for campaigns.",Freemium,https://www.mailjet.com/,https://www.mailjet.com/
Mailytica,"AI assistant that helps manage emails, schedules, and reminders to keep your inbox clean and organized.",Freemium,https://mailytica.com/en/,https://mailytica.com/en/
Mangools,"Mangools is an amazing SEO tool for finding the best keywords, SERP for any location, ranking, backlinks and competition spying.",Freemium,https://mangools.com/,https://mangools.com/
Market Muse,MarketMuse utilizes artificial intelligence and machine learning to help marketers and content creators optimize their content for better search engine rankings and visibility.,Freemium,https://www.marketmuse.com/,https://www.marketmuse.com/
Marketing Blocks,"‘Human-like’ All-In-One AI Marketing Assistant. All your Landing Pages, Promo Videos, Ads, Marketing Copy, Graphics, Email Swipes, Voiceovers, Blog Post, Articles, Art & more - Done In 60 Secs By AI.",Freemium,https://marketingblocks.ai/,https://marketingblocks.ai/
Mathsolver.top,AI math problem solver that provides step-by-step solutions and personalized tutoring. 25% higher accuracy than ChatGPT,Free,https://www.mathsolver.top/,https://www.mathsolver.top/
Medical Chat,"Get instant human/veterinary medical answers for treatment, patient education and drugs",Paid,https://medical.chat-data.com/,https://medical.chat-data.com/
Mokker AI,Helps you create mockup of your product in matter of seconds using AI.,Freemium,https://app.mokker.ai/,https://app.mokker.ai/
Morningscore,"It provides you with a quick insight into all the key metrics, presented in an extremely intuitive way. From the dashboard, you can access the tool's essential features and monitor the most significant changes.",Freemium,https://morningscore.io/,https://morningscore.io/
Naker,aunch professional ads in seconds harnessing the power of AI to understand any business just by entering the website URL.,Freemium,https://www.naker.io/,https://www.naker.io/
Nando AI,"Create High-Converting Copy For Your Online Business In Seconds. Explore Over 60 Powerful Tools to Craft Compelling Product Descriptions, Video Scripts, Ad Concepts, Copy, Blog Posts, Social Media Content, and Much More.",Freemium,https://nando.ai/,https://nando.ai/
Napkin AI,"Allows you o create stunning visuals for your website from text	",Free,https://napkin.ai/,https://napkin.ai/
Native AI,"The always-on market intelligence platform that helps you understand, innovate, and create ideal experiences for your customers.",Freemium,https://gonative.ai/?ref=Welcome.AI,https://gonative.ai/?ref=Welcome.AI
Natural Reader,Free TTS tool with natural-sounding voices.,Freemium,https://www.naturalreaders.com/,https://www.naturalreaders.com/
Neural.love,Create AI-generated artwork and illustrations with ease.,Freemium,https://neural.love/,https://neural.love/
NightCafe,Generates high-quality artworks from text inputs using different algorithms like VQGAN+CLIP.,Freemium,http://nightcafe.studio/,http://nightcafe.studio/
Noom,AI-powered weight loss and fitness app that personalizes fitness plans and coaching.,Paid,https://www.noom.com/,https://www.noom.com/
North by Cohere,"From intelligent search to personalized agents, North empowers teams to focus on meaningful work — all within a secure, scalable AI environment.",Free,https://cohere.com/north,https://cohere.com/north
Nosto,"AI-driven personalization platform that offers tailored product recommendations, personalized email marketing, and optimized onsite experiences to enhance customer engagement and sales.",Paid,https://www.nosto.com/,https://www.nosto.com/
Numerous AI,"Numerous.ai provides the simplest, most powerful and cost-effective solution for using ChatGPT inside Google Sheets and Excel.",Freemium,https://numerous.ai/,https://numerous.ai/
OpenDevin, An ultra-sophisticated autonomous agent for code and software design. ,Free,https://github.com/All-Hands-AI/OpenHands,https://github.com/All-Hands-AI/OpenHands
Originality AI,"An AI and plagiarism detector that's pretty reliable. It can scan your documents, files or directly from a URL",Paid,https://originality.ai/?lmref=rqJ9JQ,https://originality.ai/?lmref=rqJ9JQ
Otter.ai,"AI tool that transcribes meetings, lectures, and discussions in real-time.",Freemium,https://otter.ai/,https://otter.ai/
Outplayhq, all-in-one multichannel sales engagement platform that helps sales teams close more deals and significantly increase revenue.,Paid,https://outplayhq.com/,https://outplayhq.com/
Owlift,This AI explains you everything and anything as if you were a 5 year old child,Freemium,https://www.owlift.com/,https://www.owlift.com/
Paper Guide AI,"Summarize and Chat with any PDF or Youtube Video Simplify research - Chat with PDFs, summarize PDFs and summarize Youtube videos.",Freemium,https://paperguide.ai/,https://paperguide.ai/
Paradox,"Paradox is a conversational recruiting platform that automatically does 99% of the hiring process like screening, interview scheduling, onboarding paperwork, and sending offers.",Paid,https://www.paradox.ai/,https://www.paradox.ai/
Peloton,AI-driven fitness platform with live and on-demand workout classes.,Paid,https://www.onepeloton.com/,https://www.onepeloton.com/
Personyze,AI-powered personalization platform that provides targeted product recommendations and content.,Paid,https://www.personyze.com/,https://www.personyze.com/
Pi AI, A conversational ChatBot created by Inflection AI that delivers astonishing performance similar to the best AI assistants,Free,https://pi.ai/onboarding,https://pi.ai/onboarding
Pic Copilot,Allows you to create high quality mockup (both image & video) of your product in seconds.,Freemium,https://www.piccopilot.com/,https://www.piccopilot.com/
Piktochart,Create AI-assisted infographics and reports with drag-and-drop simplicity.,Freemium,https://piktochart.com/,https://piktochart.com/
PimEyes,Give one of your photos to AI and find out where you appear on the internet,Freemium,https://pimeyes.com/en,https://pimeyes.com/en
Pineapple,"AI Website Builder that Generates and Edit Websites just from your text prompts.
",Paid,https://www.pineapplebuilder.com/,https://www.pineapplebuilder.com/
Pinokio Computer,"Pinokio is a browser that lets you install, run, and manage ANY server application, locally. Install , Run, Control bots/terminal apps in 1 control.",Freemium,https://pinokio.computer/,https://pinokio.computer/
Pixite AI,"Pixite transforms your creative ideas into stylish, wearable designs with cutting-edge AI. Discover fashion that's uniquely yours",Freemium,https://pixite.ai/,https://pixite.ai/
Planoly,"AI-powered platform for planning and scheduling Instagram content, with analytics and engagement tracking.",Freemium,https://www.planoly.com/,https://www.planoly.com/
Playphrase.me,write a sentence and the AI finds all available movie lines,Free,https://www.playphrase.me/#/search?language=en,https://www.playphrase.me/#/search?language=en
Prisync,"AI-powered pricing optimization tool that includes competitor monitoring and dynamic pricing, helping e-commerce businesses stay competitive and maximize their profit margins.",Paid,https://prisync.com/,https://prisync.com/
Prompt Perfect,This plugin assists you in crafting well-structured and effective prompts that yield the best results.,Freemium,https://chromewebstore.google.com/detail/prompt-perfect-ai-prompt/kigfbkddbfgbdbdekajodpggpkpfdjfp,https://chromewebstore.google.com/detail/prompt-perfect-ai-prompt/kigfbkddbfgbdbdekajodpggpkpfdjfp
Pymetrics,Uses neuroscience-based games and AI to match candidates with roles based on skills.,Freemium,https://www.pymetrics.com/,https://www.pymetrics.com/
Pyramid Flow,Pyramidal Flow Matching for Efficient Video Generative Modeling,Freemium,https://pyramid-flow.github.io/,https://pyramid-flow.github.io/
Quik by GoPro,"Quickly transforms your text and footage into exciting videos, ideal for social media sharing.",Free,https://www.gopro.com/,https://www.gopro.com/
QuizLet,"Learn more easily with educational games, flashcards and practice quizzes",Freemium,https://quizlet.com/,https://quizlet.com/
